评论ID,版本,评论内容,情感标注,AI关键词
78220,3.5,原来派蒙又变成刻律德拉了吗,0,疑问
10928,1.2,"不谢( ゜- ゜)つロ
RT8878D2ULX4
JA9878C2CMF8
EARQP9UKDMYU",0,兑换码
19166,1.4,虽然平时都觉得云上五骁爱恨情仇恨海情天时代姐妹花什么的……但是听到“该是道别的时候了”，还是无法抑制地感到了纯粹的哀伤……,1,"哀伤,感动"
51578,2.6,"这次前瞻真是金句频发
辛苦鱼冻小菲还有我们金娜
叽米记得常去看看鸮大
带点折大特产比如banana[doge_金箍][doge_金箍]",1,"金句,辛苦"
82504,3.6,像我这种萌新该怎么办啊？,0,"萌新,求助"
20888,1.5,blg纽币,1,"纽币,称赞"
31935,2.1,温馨提醒直播还没结束,0,提醒
58945,3.0,2 1流 00 忘归人 00阮 要补个灵砂吗 还是抽个大黑塔,0,"询问,配队"
64222,3.2,崩铁这个游戏又肝又氪，真没啥好玩的，过度沉迷这类网游只会让人心变得浮躁。真的，退坑一个版本让我受益匪浅，作息规律了，生活健康了，心态也好了不少，这里真心建议大伙试试，下个版本退坑一个版本试试，你的生活会变得更好的[绝区零_趴][崩坏：星穹铁道_无语][原神_躺平],-1,"又肝又氪,退坑,建议"
22592,1.6,哈哈,1,"哈哈,开心"
721,1.0,有2062车的吗,0,询问
24415,1.6,义父，给我省票子了,1,"省票子,感谢"
21769,1.5,藿藿的pv我现在就要看到[微笑],1,"期待,微笑"
15532,1.3,我现在要艾特一款二字开放世界手游😤,-1,"艾特,不满"
83763,3.7,成为昨日的明天，什么意思？我就睡了一觉已经是后天了[tv_疑问],0,"疑问,困惑"
13665,1.2,这个七月真是一天也待不下去了,-1,"待不下去,负面情绪"
59815,3.1,虚假的奇美拉叫声：嗷呜；真正的奇美拉叫声：无关乎抉择，无关乎存亡，此刻万众的理想化作唯一的宏愿,1,"燃,宏愿,喜爱"
85164,3.7,想到哈吉新可能还在据理力争四处哈气，哈吉老就想笑[黑猫][三花猫][折耳猫][胆大党_微笑],1,"笑,表情,有趣"
7476,1.1,1.1别说新图，新主线都没有？太离谱了吧,-1,"离谱,失望,没有新图"
53218,2.7,[doge],0,表情
17297,1.3,比阳光更明亮的（比太阳↘更→光↗☀️,1,"阳光,明亮,喜爱"
98590,4.1,不会告死魔是归寂吧(只是随意猜猜),0,"猜测,随意"
60510,3.1,"8UU5JPRKENPY
9CV5J69KE67L
WUV4KN8KW7N8",0,兑换码
76308,3.5,传说海瑟音曾在一次欢宴后发现自己的武器泡在了蜜酿罐里，这也是一种“拨开蜜物，重见琴弓”,1,"有趣,传说,喜爱"
64960,3.2,哥们，你也是黄金裔？,0,"询问,黄金裔"
65737,3.3,前面没注意，后面没注意，小敌，小敌你怎么了（悲）猫猫，猫猫，你还好吗（悲）,-1,"悲,难过,负面"
50499,2.6,"NVXA84D68HXC
2VWS84DNRZXY
7DWS8MCN8ZXL

上半：乱破    丹恒·饮月     4星：玲可  驭空  雪衣  
下半：砂金    黄泉            4星：三月七  佩拉   桑博

模拟宇宙dlc更新，商店新增往期活动光锥及材料",0,"兑换码,卡池信息,更新"
43670,2.4,诶🤓👆，我先来，直播间在逃人员,1,"有趣,调侃"
67183,3.3,突然想起一个叫龙狂的东西,0,"回忆,提及"
59167,3.0,有万敌的地方就有我，已加入《万敌》收藏夹,1,"喜爱,收藏,万敌"
14539,1.3,速溶咖啡天下第一，工业化又快又好[笑哭]🤟,1,"喜欢,有趣"
97735,4.1,没人发现老铁把版本pv放到前瞻直播这个合集吗[笑哭][笑哭][笑哭],0,"发现,合集"
99055,4.1,话说虚照的建模精度怎么感觉有点像NPC，是不是和小昔涟一样之后不会用现在这个形象入池？,-1,"失望,NPC"
50592,2.6,我的睡蕉歌呢，再没有睡蕉歌听我要疯了😨,-1,"焦虑,着急"
19746,1.4,已经迫不及待的玩铁可梦了,1,"期待,迫不及待"
98523,4.1,好爱张沛老师的声音[星星眼]，想抽了,1,"喜欢,声音"
12989,1.2,主角不开新命途吗？还以为可以出巡猎主角或者丰饶主角呢。[大哭],-1,"失望,大哭"
93853,4.0,最善良的一集（直播间在逃人员）,1,"有趣,善良"
95489,4.0,感觉周天哥在这种乐子人多的地盘会很炸毛[笑哭][笑哭],1,"有趣,炸毛"
35213,2.2,好刺激 景元竟然也过来帮忙了,1,"刺激,帮忙"
13732,1.2,还有9天，我浑身难受蚂蚁在身上爬TOT,-1,"难受,焦虑"
84439,3.7,好想要弓皮肤啊，有双倍也要一千[大哭]版本结束单独拿出来卖也行啊，从2.6全跳攒到现在，拿不到全套东西好难受,-1,"难受,失望"
6038,1.0,有没有同车的朋友鸭[脱单doge],0,"询问,同车"
18,1.0,[脱单doge],0,
57201,3.0,为什么吞我一发十连？今天早上抽的十连没有抽卡记录，晚上抽的三���都有，为什么给我一个解释？,-1,"抱怨,吞十连"
83802,3.7,一想到这么精彩的场面要疯狂点击跳过剧情，玩家就忍不住轻哼起来[呲牙],1,"精彩,轻哼"
54395,3.0,来得早不如来得巧[打call],1,打call
52268,2.6,这手势笑死,1,笑死
93320,4.0,崩铁制作组做的啥啊，不知道啊，吃水煮黑背鲈吃中毒了吧,-1,"做的啥,中毒"
101438,4.2,11,0,
73611,3.4,牢刃和牢镜加强的咋样？,0,加强
103749,4.3,突然发现归寂还和诡计谐音诶,1,"发现,谐音"
51975,2.6,"NVXA84D68HXC
2VWS84DNRZXY",0,
69069,3.3,不会真有经典剧情“黄泉姐，我不想死”吧？？？[哦呼][哦呼][哦呼],0,经典剧情
78194,3.5,什么时候出主角性别切换啊？,0,性别切换
54640,3.0,大伟哥小时候跟几个兄弟姐妹们一起抽零花钱，只有一个人能抽中5000块钱，其他人都只能抽中100块钱🤓☝️(bushi),1,有趣
30997,2.0,“在同谐家族的保护下，匹诺康尼的美梦和平幸福，没有任何的危险，”所以我醒来后肯定还能再次见到流萤[墨镜],1,"期待,流萤"
59852,3.1,"王储就是王储啊，男人中的男人...悬锋人中的悬锋人，森林中最危险的猛狮，这样傲慢到近乎冷淡的性情，美丽却又过于咄咄逼人的王储怎么可能变成老公呢...

他真的不能成为老公，过于高大健壮的身躯与我相比，每次低头看我时都会莫名的带着些压迫感，我甚至不敢将眼神在他身上多停留片刻，之前因为放空时盯着他的耳饰太久，他便取下来扔到了我的手心，黄金似乎沾染上了他的体温与气息，炽热，血腥气中夹杂着微微的石榴香气..他凝视着，根本没给我开口的机会，弯下腰视线与我齐平，手甲完全覆盖了我的手，慢慢收拢，将那昂贵的耳坠紧攥在我手中，我突然有了一个致富的想法...但回神对上他的视线时，我萎了，真的太近了，他只要再挪一点就会碰到耳朵的程度，如果真的撒腿立马跑的话，他真的会把我打成肉泥吧。像是读懂了我的心思一样，他笑了，开始在我的耳边低喃着，我始终记忆犹新，“给你一个机会，征服我的机会”..这是在调情吗？可在那种情况下我真的感受不到一点暧昧的分子，只有恐惧与颤栗

如果成为了老公，那双本该只有侵略性的赤眸就会掺杂着几分灼人的爱欲，每每对视就像是在进行一次黏腻又漫长的深吻，更确切的说应当是进食，毫无章法的撕咬猎物，绝不怜惜，我再也没有办法直视他的眼睛了

凶猛的狮王平时大多数都是懒洋洋的，只是有搭没一搭的甩着尾巴，任由我靠近，好奇的观察着他身上的金甲，慷慨袒露在外肌肤上的纹路，如果成为了老公，就不能坦率的趴在他健硕的胸肌上哭诉了

耳边心跳如鼓动，我终于回神，此时我正迷失在柔软的双峰中，抬起头对上那与当时相差无二的眼睛，只是眼中有了我的倒影，抬起手揉了把蓬松的狮子毛，我说，万敌就应该是老公啊...",1,"厨力,老公,万敌"
18976,1.4,乔瓦尼是谁？[崩坏3·光辉矢愿_擦地],0,乔瓦尼
98011,4.1,我们说短是不够看 哪些说拉完了的不是觉得短是没地方喷了 一共就28天该说的都说了 咋滴直播给你放片吗,0,"讨论,短"
45690,2.4,产品解别太离谱，官方pv都能跳脸？[翻白眼]你家产品没出就be呢,-1,"离谱,翻白眼,be"
67292,3.3,这个该不会是 阿格莱亚吧……,0,猜测
8987,1.1,佩拉姐姐这次会跟着我一起走吗，如果是那就太爽了,1,"爽,期待"
20671,1.5,仙舟有自己的申鹤,0,调侃
80665,3.6,HWQLG8XXRSY4,0,兑换码
62082,3.2,好劲爆的音乐,1,"劲爆,音乐"
53501,2.7,许愿不歪哈,1,许愿
85863,3.7,爱你（充2000限定）,1,"爱你,充钱"
61112,3.1,万敌好帅啊…,1,"帅,万敌"
62716,3.2,这下可太妙了！庆贺吧！此时万恶的米哈游ch开始了全新的数值机制大比拼环节！[星星眼],-1,"数值机制,比拼,米哈游ch"
40738,2.3,萨缪尔小姐是谁[疑惑],0,"疑惑,询问"
80182,3.6,丹衡应该是米哈游目前最master Love的男性角色了吧，同家的游戏没一个男角色有这么露骨[笑哭]（除了未定）,1,"master love,露骨"
91572,4.0,开拓者开到二相乐园后,0,描述
60474,3.1,"星核之力，小子！
遐蝶的死亡之力动不了我的星核[doge][doge][doge]",1,"星核之力,doge"
98428,4.1,来点素材服用节奏[doge],0,"素材,节奏"
38034,2.2,妮露花神之舞既视感,1,"既视感,妮露"
53092,2.7,翁法罗斯：别误会了，fate联动，你才是挑战者,1,"fate联动,挑战者"
8792,1.1,卧槽，银狼中是hanser，日是阿澄太太，这下不冲都不行了,1,"银狼,hanser,阿澄太太,冲"
2451,1.0,[崩坏3·光辉矢愿_回眸],0,表情
27457,2.0,拜托了，少发点刀子！,-1,"刀子,拜托"
11155,1.2,许愿刃[脱单doge],1,"许愿,刃"
18989,1.4,许愿镜流小保底之前出且不歪,1,"许愿,镜流,不歪"
102725,4.3,闪大王免费送,1,"免费送,闪大王"
70511,3.4,令咒在知更鸟手上，这是真期待这一块的剧情,1,"期待,剧情,知更鸟"
99537,4.2,4.2快点端上来[辣眼睛],-1,"辣眼睛,快点"
97947,4.1,"GEL37KXHDU9G
FXLKNKWHVURC
CE4K7KEYCUPQ",0,兑换码
66079,3.3,极速下班,-1,极速下班
60563,3.1,不去情人节晚上约会而是选择看崩铁直播吗，哈吉开拓者，你真是……,1,"约会,崩铁直播,哈吉开拓者"
49295,2.5,2D5RR98VXXXL,0,兑换码
82232,3.6,……难评……石,-1,"难评,石"
34790,2.1,后劲太大了，过剧情时还好，现在后劲上来了，想起来就眼睛一酸。,1,"后劲大,感动"
17152,1.3,还是我们星铁好 每个版本十张票[支持],1,"支持,福利好"
10926,1.2,你是谁？你不像我认识的mhy啊,0,"疑问,调侃"
41911,2.3,龟龟，传奇新人剑士三月七,1,"夸赞,传奇"
61987,3.2,那刻夏老师啊啊啊啊啊啊,1,"激动,厨力"
50859,2.6,7DWS8MCN8ZXL,0,兑换码
94202,4.0,哦哦哦这张脸，是三月吗？[打call][打call],1,"喜欢,打call"
12711,1.2,可恶，好像抽刃，但是为了异格丹恒，忍了！[保卫萝卜_哭哭],1,"纠结,期待"
81195,3.6,真送？琥珀王在上啊！司命这块,1,"惊喜,期待"
45126,2.4,哇，驭空终于陪跑了，还有就是云璃真可爱[打call][打call][打call][打call][打call][打call][打call],1,"可爱,开心"
31056,2.0,掏心窝子。。,-1,"伤心,掏心窝子"
19356,1.4,师傅师傅师傅！托帕托帕！！,1,"激动,厨力"
17788,1.3,各位，1.3有更新主线吗，真的很想知道,0,"询问,主线"
99282,4.1,不是，我机甲呢？怎么全程打call,-1,"失望,吐槽"
65573,3.3,一觉醒来，全翁法洛斯的轮回倒退一万年，只有我来自未来，这一世，我一定要拯救整个世界，打败黑厄势力[奋斗],1,"期待,热血"
27501,2.0,为啥不出皮肤,-1,"为啥不出,皮肤"
61626,3.1,[鸡腿],0,
103660,4.3,我问一下，我开服玩家，但因为上学玩到第二图就下了，错过第一期联动，现在想新号回归，这次二期有第一期saber的池吗？,0,"询问,回归,联动"
48689,2.5,多开池子挺好的，就是你最好能一直多开！这样这一次没资源的能攒到下一次再抽，出新角色的压力也小一些，有更多空间塑造新老角色,1,"多开池子,好,攒资源,压力小"
102430,4.3,现在是8.9万笑点了,0,笑点
20245,1.5,只有我一个人觉得银枝像《圣斗士星矢》里的白羊座穆先生吗（强大又不失温柔）,1,"像,强大,温柔"
100220,4.2,看完前瞻了，这游戏是真的没救了[笑哭],-1,"没救了,笑哭"
50286,2.6,原始博士入侵折纸大学[惊讶],0,"入侵,惊讶"
64641,3.2,我靠，那刻夏老师，所以你的同位体不是苏，而是梅比乌斯奶奶吗[惊讶][惊讶][惊讶][惊讶],1,"惊讶,同位体,梅比乌斯"
57555,3.0,"50万星穹吗…喝哈哈哈哈哈！[doge_金箍][doge_金箍]
来吧，看看谁能笑到最后--游戏开始！😜
倍投时间😄😋
加注回合😉
全部压入！😘
感受厄运重压！😝
终局从天而落！😄
压上一切！😃
孤注一掷！😁
出局！😉
离场！😏
即使身处逆境，人只要还有希望，就一定会跟注🤲✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
你们蕴含的可能性，值得让我放手一搏！😡
恶徒巡游！😁
不灭的偶然！😁
骰子已被掷下，所有，或一无所有！！！😈
所有，或一无所有！！！！！！👿😈😈",1,"星穹,笑到最后,游戏开始,希望,跟注"
42077,2.3,7U9T3BE4EEVG,0,兑换码
39159,2.2,只能说不要坠机,-1,不要坠机
78783,3.5,"这是我的邀请码，希望帮帮忙
CB2FQRUZ3N",0,"邀请码,帮忙"
85780,3.7,哪里有攻击了，只是总结了一下🤣🤣🤣,0,"攻击,总结"
5147,1.0,哇,1,哇
80262,3.6,哇，突然结束了,0,突然结束
3486,1.0,12：50，1.3w人，你们怎么都不睡啊[微笑],0,不睡
55461,3.0,500000星琼，请砂金，塑练我,1,"期待,抽卡"
40322,2.3,[脱单doge],0,表情
22104,1.6,评论区你怎么了评论区[灵魂出窍],0,灵魂出窍
47265,2.4,加强彦卿[脱单doge],-1,"加强,脱单doge"
68694,3.3,我叫赛飞儿，是翁法罗斯跑的最快的人（就连总有个比她更快的人都对上了[笑哭]）,1,"搞笑,对上了"
27699,2.0,兑换码多少啊,0,兑换码
71313,3.4,我猜你一定在逐帧观看,0,猜测
25309,1.6,已经开始好奇黑塔的本体了 [doge],1,"好奇,期待"
59555,3.1,这是金闪闪吗？,0,疑问
79782,3.6,四大天王[doge],0,表情
89078,3.8,就播了半个小时？,-1,"短,不满"
21372,1.5,"【内容总结】
这是崩坏：星穹铁道1.5版本PV，名为「迷离幻夜谈」。PV中展示了游戏中幽府来使、列车怪客等怪异事件的剧情。PV包括了中文、日文、英文和韩文配音演员的声优阵容。

【时间线】
- 00:13 - 阿芳闪亮宇宙另一面的异常状态。
- 00:21 - 用骑士的方式令纯美显现。
- 00:35 - 纯美永驻。
- 00:46 - 家人们有罗浮生最苦点赞。
- 00:51 - 有口袋的。
- 01:06 - 大人开始行动。
- 01:09 - 人类社会有我爱你。

【可能感兴趣的问题】 (触发提问请回复: 问一下+问题)
1. 这个PV中讲述了什么样的故事？
2. 有哪些配音演员参与了这个PV？
3. 这是崩坏：星穹铁道的哪个版本的PV？

内容由AI自动总结, 总结内容仅供参考~ @花椒-兰-锅巴 触发了视频总结, 触发方式是 @有趣的程序员 总结一下",0,总结
39528,2.3,好耶,1,"好耶,兴奋"
76883,3.5,所以还没有老角色加强的消息哦？,0,询问
96557,4.0,孩子们，你们觉得4.0会有四星角色吗？,0,询问
54023,2.7,"GVZFESL8JGUY
RCZEXSLQ3HVL
BDZXWB4RJZC8

上半：星期日＋景元
陪跑：青雀＋阿兰＋停云

下半：忘归人＋流萤
陪跑：加拉赫＋驭空＋米沙",0,兑换码
24763,1.6,好哦好哦好哦,1,好
60402,3.1,救命那刻夏声优是钱文青阿[微笑],1,"喜欢,声优"
76928,3.5,LEQCWBQ5A28Q,0,兑换码
22440,1.6,原神？滚滚滚，滚远点[doge],-1,"反感,滚"
64550,3.2,顶,0,
79272,3.5,没看出来，这版本大料还挺多的，爽啊[崩坏：星穹铁道_溜了],1,"爽,大料"
21057,1.5,我嘞个豆，喜欢[星星眼],1,喜欢
65714,3.3,CBFCJG7G3N 跪求义父,0,兑换码
18476,1.4,[打call][打call][打call][打call][打call][打call][打call][打call][打call][打call][打call][打call][打call][打call][打call][打call],1,打call
90461,3.8,所以这次的剧情是翁法洛斯之前还是之后啊？,0,询问
76478,3.5,小三月崛起,1,崛起
103161,4.3,铁龙剑，有没有人懂的,0,询问
24489,1.6,过于完美，不敢想明年的一周年。,1,"完美,期待"
24976,1.6,真的没想到崩铁的策划这么猛,1,"策划,猛"
63031,3.2,"福利：
1、20抽
2、1600星琼+10燃料
3、限定五星角色：奥托、阮梅二选一
3.4版本老角色加强：刃，卡夫卡，银狼、镜流",0,"福利,兑换码"
97777,4.1,大伙们来个建议,0,建议
33155,2.1,内鬼➗还能叫不[惊喜],-1,"内鬼,惊喜"
17913,1.3,你怎么知道我30发双黄饮月君[doge],1,"双黄,饮月君"
77354,3.5,三月在「星间旅行」打伞的算是伏笔吗？[Mygo表情包_生气],0,"伏笔,打伞"
96475,4.0,回看了n遍，感觉这个真有点像我狼尊吧[doge],1,"像,狼尊"
7030,1.1,过期了,-1,过期
23697,1.6,没人？,0,没人
53629,2.7,"GVZFESL8JGUY
BDZXWB4RJZC8
RCZEXSLQ3HVL  
兑换码[doge]",0,兑换码
31231,2.1,"砍不到人不耗点，黄泉用赶路到匹诺康尼发现战技点少了一个
冥火大公：孩子们，这并不好笑",-1,"不好笑,砍不到人"
14840,1.3,那些逝去的人的归处应该是森林，毕竟逝者将在林（逝者将再临）[doge],0,"逝者,森林"
43415,2.3,那些许愿“流萤不歪，玩到关服”的，请问你原神玩到关服了吗[妙啊],-1,"玩到关服,原神"
22167,1.6,我是阮梅的🐶,1,"阮梅,🐶"
89478,3.8,崩坏三玩家刚刚结束了一个十周的版本[崩坏3·光辉矢愿_让我摸摸],0,"崩坏3,十周版本"
54857,3.0,不是，今年三月七是清明节啊！绝了，mhy，我劝你做个人,-1,"绝了,做个人"
19103,1.4,使用无敌的红绿灯[崩坏：星穹铁道_吃瓜ing],0,"红绿灯,吃瓜"
38766,2.2,太帅了吧,1,太帅
27038,2.0,那个，不懂就问，崩坏星铁对比前几作崩坏，刀子多吗？,0,"不懂就问,刀子"
19858,1.4,我姐给我一张专票，拿到的时候，哇！你原来去吃这个了！非常非常开心[呲牙],1,"开心,专票"
17227,1.3,卡妈那一队除了她自己 剩余的全是30级 新人就不抽了[doge],0,"新人,不抽"
103828,4.3,我要梦一个智识战舰，塔姬凛螺[doge_金箍]我塔终于要站起来了吗,1,"梦,站起来"
76679,3.5,我的小三月怎么就黑化了，我还是更喜欢你傻不拉几的样子啊[委屈],-1,"黑化,委屈"
53917,2.7,星期日的日配绝了，又贴又好听又优雅,1,"绝了,好听,优雅"
86491,3.7,荒芜拉普兰德什么时候出二模啊,0,"荒芜拉普兰德,二模"
62196,3.2,"ue7tfhymrapg
kx7tfhg5ranc
wwnbxyyl8s4q",0,
44170,2.4,雪衣这就被刀了?！！[惊讶][惊讶][惊讶],-1,"被刀,惊讶"
88111,3.8,https://b23.tv/CLQfWqe,0,
31676,2.1,草，pv感觉不会要复刻隔壁雷神打女士吧？砂金先和主角打被打败急了要鱼死网破然后被黄泉秒了？,0,"草,复刻,雷神打女士"
50506,2.6,NVXA84D68HXC[原神_哦]2VWS84DNRZXY[原神_哦]7DWS8MCN8ZXL,0,兑换码
12784,1.2,提前下水，提前揍仆人，原，你好捞哦[脱单doge],-1,捞
41245,2.3,好多新角色[热词表情_哎呦不错哦],1,"新角色,哎呦不错哦"
52874,2.7,剩流,0,
19783,1.4,阿澄佳奈布洛妮娅和银狼配音两个。,0,配音
53728,2.7,[崩坏：星穹铁道_吃瓜ing],0,吃瓜ing
82049,3.6,她真好看[给心心][给心心],1,"好看,给心心"
12419,1.2,其实跑图剧情里有提到是因为仙舟人比较有仪式感和怀旧，比如驭空的武器其实是自带追踪的，也根本不需要拉弓这一动作，但是为了仪式感和怀旧做成了弓箭的样式,0,"仪式感,怀旧"
28136,2.0,别动我的流萤[大哭],1,"别动,大哭"
87304,3.8,"崩铁3.8版本「记忆是梦的开场白」

3.8版本将持续8周

一 兑换码(12月6日23:59:59）
2E2Y9TZFWFZQ
AFJZQBZXWFJC
2WKG9BZWFW3G

二 卡池
第一期:大丽花 流萤（加拉赫 卢卡 三月七）
第二期:忘归人 灵砂（桑博 娜塔莎 阿兰）
第三期:阿格莱雅 星期日（停云 驭空 丹恒）",0,"兑换码,卡池"
14305,1.3,嗯啊嗯啊额啊啊啊饮月君！！,1,饮月君
91488,4.0,前排前排,0,前排
67708,3.3,"很好，米氏经典剪辑，
PV里主角团在拿一个手环一样的东西，同片段的泰坦是石化的样子，在前面一个废墟宫殿里也有一个类似的东西在发光，可能是唤醒泰坦的工具之类的？奥赫玛的变天明显是艾戈勒干的（黎明机器是艾戈勒造的），黑厄出场白厄加入队伍应该是在泰坦醒来后，在拿手镯那一段没有出现白厄。
在白厄超酷发言的同时，周围的环境有点不太对劲，左后方背景有种虚拟空间的样子，大剑指天也有破碎空间的特效，这段白厄可能是在幻境中。
关于黑厄，真是翁法罗斯耐揍王啊，小敌为了追他悬锋城都不管了，话说黑厄扔硬币竟然也能开启神速，他也能有扎戈列斯的力量？这下这家伙拥有所有泰坦的力量也说不定了。",0,"分析,推测"
92651,4.0,我很满意,1,满意
91243,4.0,[doge],0,doge
68728,3.3,这演都不带演的,-1,演都不带演
33830,2.1,好！,1,好
49349,2.5,飞霄三种武器形态？[喜欢],1,"喜欢,飞霄"
86834,3.7,明天见,0,
98264,4.1,这就是个28天的过渡期,-1,过渡期
102492,4.3,崩铁神了 崩铁牛逼 不解释,1,"神了,牛逼"
63541,3.2,来了,0,
31333,2.1,前瞻直接把PV卡没了[笑哭],0,笑哭
96091,4.0,恭迎狼尊归位,1,"恭迎,狼尊"
66267,3.3,我是终将升起的烈阳！！！！,1,烈阳
83863,3.7,潮崩都玩的我表示，二游最大的问题就是长草期太长了[笑哭]，赶紧增加差分等级上限吧,-1,"长草期,差分等级上限"
53722,2.7,周日周日周日！[打call],1,"周日,打call"
50822,2.6,"2.7版本最新兑换码
NVXA84D68HXC
2VWS84DNRZXY
7DWS8MCN8ZXL
祝大家抽卡不歪每抽双黄，祝大家有一段幸福的折纸时光",0,兑换码
44102,2.4,最早的一次[妙啊],0,最早
91545,4.0,米娜桑，我想听那句话！欧内盖！,1,欧内盖
57768,3.0,搏一搏，单车变摩托。,1,"搏一搏,期待"
86073,3.7,怎么又是累充呀？你搞个累消也行呀[tv_发怒],-1,"累充,发怒"
55635,3.0,三月七可爱捏,1,可爱
83269,3.7,鸭鸭围观,0,
30847,2.0,"重新定义
轻松愉快这个词",-1,"重新定义,轻松愉快"
89086,3.8,姐姐豪堪捏[喜欢],1,"豪堪,喜欢"
101868,4.2,，1,0,
102075,4.2,狼尊,0,
45395,2.4,克拉拉：帮帮我巴萨卡！！！[崩坏：星穹铁道_心],1,"帮帮我,心"
97794,4.1,有大灾难了,-1,大灾难
16821,1.3,饮月！！！,1,饮月
24159,1.6,星穹铁道是一款我的问题，后面忘了[嘟嘟],0,我的问题
68108,3.3,我是 终将升起的烈阳！,1,烈阳
32428,2.1,最后彩蛋烧鸡老师“凉了”官方玩梗真的哈哈哈哈哈哈哈哈哈哈,1,"彩蛋,官方玩梗,笑"
33069,2.1,流萤：原来我还有第二轮复活赛要打,0,"流萤,复活赛"
5574,1.0,等四月后,0,
24460,1.6,1.6俩个大活动银枝要无敌了,1,无敌
23797,1.6,我宣布，今天的崩坏星穹铁道，是无敌的！,1,无敌
68739,3.3,来看黑粉攻略，版本刚更新一个小时吐槽垃圾，然后流程就是热度不高，没活整，下坡路就完了，这可是总结出来的经验，照抄就完了[笑哭],-1,"吐槽,垃圾,下坡路"
37321,2.2,愚者总按两边铃？花火按了两次起爆按钮把所有人炸进深层梦境了？还是知更鸟和花火两个假面愚者各自按下了铃？,0,疑问
42453,2.3,啊啊啊啊三石琴乃[大哭]2.4还有丰永利行，抽不过来了啊啊啊啊啊啊[大哭][大哭][大哭],1,"抽不过来了,大哭"
243,1.0,[吃瓜],0,
42317,2.3,好早,0,
65158,3.2,大保底89抽该发力了[阴险],0,大保底
7872,1.1,彦卿宝贝[脱单doge][星星眼][星星眼][星星眼][星星眼],1,"宝贝,星星眼"
36599,2.2,如果开头出现了一个定时炸弹，那么它总是会爆炸的，主角团手里的罗浮仙舟召唤信标终于能派上用场了吗？,0,疑问
61614,3.1,肝量狠大啊,-1,肝量狠大
97939,4.1,[拜年纪2022_摸鱼],0,
65998,3.3,你们怎么死了……,-1,死了
72296,3.4,建议大家在搜索栏里面搜索“3.4版本PV”，我相信你会回来找我的[初音未来_大笑],0,建议
46602,2.4,飞霄将军我可以！！！！飞霄好帅[星星眼][星星眼][星星眼][星星眼],1,"飞霄好帅,星星眼"
39048,2.2,[tv_呆]严重怀疑最后死的是星期日,0,"怀疑,星期日"
38050,2.2,快进到pv欺诈[脱单doge],0,"pv欺诈,doge"
50811,2.6,"赛诺带来的蕉流文化，本期含赛量极高
本期发挥想象力极致到抽象（亚刻你明儿可支棱起来啊[笑哭]）
盲猜音乐节活动一堆Go梗（还在go）
大黑塔现身（魔女之旅伊蕾娜[打call]）",1,"抽象,打call"
18250,1.4,我就说好像忘记了什么东西，原来是忘记了直播[以闪亮之名_哎？！],0,"忘记,直播"
53692,2.7,写的不好没活硬整才叫消费，要是剧情又一次巅峰那可不叫消费角色，八杆子不打一出来呢大可不必胡思乱想。,1,"剧情巅峰,不叫消费"
22315,1.6,"JAFVDN472FQQ
3TEGV7LPJFQ4
NBEZUNLPJEQY",0,兑换码
21600,1.5,这是谁啊,0,这是谁
9517,1.1,大保底无所畏惧[脱单doge],1,"大保底,无所畏惧"
1477,1.0,嗨嗨！来啦！,1,来啦
86085,3.7,真是一个浪漫故事啊😫😫,1,浪漫故事
89637,3.8,送个5星自选呗 反正都是老角色了,-1,"送个5星自选,老角色"
20736,1.5,我知道你们在找什么[doge],0,"找什么,doge"
59761,3.1,三度遭到背叛[doge_金箍][doge_金箍],0,"三度背叛,doge"
45374,2.4,联动的fate是什么啊,0,"联动,fate"
49577,2.5,管他呼雷有多强，在我眼里兽族之王永远是斯科特,1,"喜爱,角色"
52301,2.6,想你了老日,1,"怀念,角色"
25611,2.0,[哦呼][哦呼][哦呼][哦呼],0,
40767,2.3,许愿2+1流萤,1,"期待,许愿"
100438,4.2,阿刃阿刃阿刃呜呜呜呜阿刃阿刃阿刃我想你了我好想你啊阿刃！！,1,"厨力,喜爱,想念"
6346,1.0,玩过jrpg比较多的确实好理解玩法，毕竟这玩法也很难开发出什么花了,0,"讨论,玩法"
99751,4.2,好耶！！,1,"兴奋,好耶"
52374,2.6,CAE8L8QVMN,0,兑换码
74421,3.4,清澈[doge],0,
67502,3.3,那我要这样那你不炸了吗。,0,讨论
91242,4.0,第一,0,
21707,1.5,家人们帮我看看我镜流穿这俩哪个鞋更好吧[tv_流汗],0,"询问,装备"
93243,4.0,崩铁项目组：,0,
37993,2.2,崩溃了 这才是版本pv该有的感觉呀兄弟,1,"喜爱,版本,pv"
84445,3.7,"太可怕了！星铁
一个pv又让我眼睛沙子

而且催泪点甚至有2个",1,"感动,催泪,pv"
79610,3.6,来了！,0,
43963,2.4,想要符华,1,想要
43867,2.4,牢云：芜湖 有好兄弟来陪我啦,1,"好兄弟,陪伴"
20610,1.5,过年啦大家一起包饺砸,1,"过年,包饺砸"
56395,3.0,"这游戏又肝又氪，3.0又没啥活，还诱导玩家赌博，真是凉透了[热][热]

大家团结起来，1月27日至2月2日这几天都别登游戏，让大伟看看玩家们的力量，一起抵制这个活动[奋斗][奋斗]",-1,"又肝又氪,凉透了,抵制"
52287,2.6,小猿入侵,0,小猿入侵
25729,2.0,来了！,0,
