评论ID,版本,评论内容,评论时间,点赞数,情感标注,标注理由
36599,2.2,如果开头出现了一个定时炸弹，那么它总是会爆炸的，主角团手里的罗浮仙舟召唤信标终于能派上用场了吗？,2024-04-26 20:19:36,0,,
61614,3.1,肝量狠大啊,2025-02-16 20:16:11,0,,
97939,4.1,[拜年纪2022_摸鱼],2026-03-13 20:09:55,0,,
65998,3.3,你们怎么死了……,2025-05-09 20:07:51,0,,
72296,3.4,建议大家在搜索栏里面搜索“3.4版本PV”，我相信你会回来找我的[初音未来_大笑],2025-06-20 20:45:23,28,,
46602,2.4,飞霄将军我可以！！！！飞霄好帅[星星眼][星星眼][星星眼][星星眼],2024-07-19 20:41:08,0,,
39048,2.2,[tv_呆]严重怀疑最后死的是星期日,2024-04-28 00:03:27,1,,
38050,2.2,快进到pv欺诈[脱单doge],2024-04-26 22:31:28,0,,
50811,2.6,"赛诺带来的蕉流文化，本期含赛量极高
本期发挥想象力极致到抽象（亚刻你明儿可支棱起来啊[笑哭]）
盲猜音乐节活动一堆Go梗（还在go）
大黑塔现身（魔女之旅伊蕾娜[打call]）",2024-10-11 20:09:13,1,,
18250,1.4,我就说好像忘记了什么东西，原来是忘记了直播[以闪亮之名_哎？！],2023-09-29 20:09:44,1,,
53692,2.7,写的不好没活硬整才叫消费，要是剧情又一次巅峰那可不叫消费角色，八杆子不打一出来呢大可不必胡思乱想。,2024-11-22 22:00:08,6,,
22315,1.6,"JAFVDN472FQQ
3TEGV7LPJFQ4
NBEZUNLPJEQY",2023-12-15 20:21:49,0,,
21600,1.5,这是谁啊,2023-11-04 12:37:52,1,,
9517,1.1,大保底无所畏惧[脱单doge],2023-05-28 10:22:52,1,,
1477,1.0,嗨嗨！来啦！,2023-03-24 23:03:39,4,,
86085,3.7,真是一个浪漫故事啊😫😫,2025-10-25 07:38:35,2,,
89637,3.8,送个5星自选呗 反正都是老角色了,2025-12-05 20:22:48,2,,
20736,1.5,我知道你们在找什么[doge],2023-11-03 20:24:14,1,,
59761,3.1,三度遭到背叛[doge_金箍][doge_金箍],2025-02-14 20:13:16,1,,
45374,2.4,联动的fate是什么啊,2024-07-19 20:10:58,0,,
49577,2.5,管他呼雷有多强，在我眼里兽族之王永远是斯科特,2024-08-30 21:53:20,5,,
52301,2.6,想你了老日,2024-10-12 23:07:56,0,,
25611,2.0,[哦呼][哦呼][哦呼][哦呼],2024-01-26 20:45:16,0,,
40767,2.3,许愿2+1流萤,2024-06-07 20:11:03,0,,
100438,4.2,阿刃阿刃阿刃呜呜呜呜阿刃阿刃阿刃我想你了我好想你啊阿刃！！,2026-04-10 20:56:49,0,,
6346,1.0,玩过jrpg比较多的确实好理解玩法，毕竟这玩法也很难开发出什么花了,2023-03-27 17:05:19,1,,
99751,4.2,好耶！！,2026-04-10 20:36:53,0,,
52374,2.6,CAE8L8QVMN,2024-10-15 20:18:23,0,,
74421,3.4,清澈[doge],2025-06-21 17:50:10,3,,
67502,3.3,那我要这样那你不炸了吗。,2025-05-09 20:29:45,1,,
91242,4.0,第一,2026-02-06 20:30:21,0,,
21707,1.5,家人们帮我看看我镜流穿这俩哪个鞋更好吧[tv_流汗],2023-11-05 00:52:55,2,,
93243,4.0,崩铁项目组：,2026-02-06 20:34:53,2,,
37993,2.2,崩溃了 这才是版本pv该有的感觉呀兄弟,2024-04-26 22:19:29,0,,
84445,3.7,"太可怕了！星铁
一个pv又让我眼睛沙子

而且催泪点甚至有2个",2025-10-24 20:31:06,0,,
79610,3.6,来了！,2025-09-12 20:02:02,0,,
43963,2.4,想要符华,2024-07-19 20:02:41,0,,
43867,2.4,牢云：芜湖 有好兄弟来陪我啦,2024-07-19 20:01:41,0,,
20610,1.5,过年啦大家一起包饺砸,2023-11-03 20:10:57,1,,
56395,3.0,"这游戏又肝又氪，3.0又没啥活，还诱导玩家赌博，真是凉透了[热][热]

大家团结起来，1月27日至2月2日这几天都别登游戏，让大伟看看玩家们的力量，一起抵制这个活动[奋斗][奋斗]",2025-01-01 22:10:59,1,,
52287,2.6,小猿入侵,2024-10-12 22:00:13,0,,
25729,2.0,来了！,2024-01-26 20:45:48,0,,
67557,3.3,帅我一大跳，下个版本真的大的要来了,2025-05-09 20:32:23,0,,
37892,2.2,凤求凤你们...稳稳的安心[原神_哇],2024-04-26 21:57:35,1,,
40525,2.3,我萤伟大，无需多言[脱单doge],2024-06-07 20:09:42,0,,
20527,1.5,"霍霍:绿发 狐狸 给附身
你是否在寻找:美少女万华镜5——理与迷宫的少女中的萌世歌",2023-11-03 20:08:26,0,,
61997,3.2,帅帅帅，遐蝶[给心心][给心心],2025-03-28 20:03:10,0,,
62903,3.2,好好好，这次周年庆把之前的许多问题给解决了，本人确实曾发表过不好的言论，不过能打我脸我还是乐意的[doge],2025-03-28 20:24:27,0,,
52855,2.7,回来了都回来了，凯文老大，爱莉[崩坏3·光辉矢愿_小喇叭],2024-11-22 19:56:12,1,,
71638,3.4,byd给砂金boss形态干出来了,2025-06-20 20:34:24,0,,
103159,4.3,圣杯战争2.0赛季即将开幕，静候,2026-05-22 20:05:13,1,,
54233,3.0,三月会下车吗？[Mygo表情包_哈？]三月能下车吗？[Mygo表情包_大哭],2025-01-01 20:50:12,3,,
25044,1.6,那个……义父，我有一事不知当讲不当讲……您看，这光锥……您懂的[doge],2023-12-16 00:54:02,54,,
12157,1.2,小游戏啊 我在崩铁里面能玩到崩豆人吗？[吃瓜][doge],2023-07-08 20:37:55,1,,
100748,4.2,这月下执剑站立看着像绝地武士啊,2026-04-10 21:36:15,0,,
18215,1.4,MBM7WFF5PECC,2023-09-29 20:08:03,0,,
17806,1.3,已经攒了一百多抽了饮月月快来吧[打call]我已经快忍不住了想要抽卡的手了[保卫萝卜_哭哭],2023-08-22 10:14:42,0,,
12032,1.2,上不了热搜榜就离谱,2023-07-08 20:29:21,1,,
100416,4.2,纪念册链接在哪,2026-04-10 20:55:52,0,,
8819,1.1,感觉这次pv有点碎…,2023-05-27 16:20:11,0,,
70822,3.4,"我艹这简介[哦呼]
让我来讲述一群追逐烈日的若虫吧，再创世的凯歌——他们自门扉起，于王座终，走过安眠地的花丛，却在黎明升起时坠落。",2025-06-20 20:23:27,0,,
52876,2.7,爱莉希雅,2024-11-22 19:57:00,2,,
100331,4.2,丹恒又变饮月了！！！,2026-04-10 20:51:46,0,,
32411,2.1,不是哥们儿，你们正常一点的我害怕[口罩][doge][吃瓜],2024-03-16 20:55:57,1,,
53743,2.7,"GVZFESL8JGUY
RCZEXSLQ3HVL
BDZXWB4RJZC8",2024-11-22 22:39:13,5,,
94895,4.0,[惊讶],2026-02-06 20:52:34,1,,
13495,1.2,终于放我CP出来啦[抓狂],2023-07-09 14:27:31,0,,
61752,3.1,万敌这段塑造真心不错啊，继续保持,2025-02-27 06:22:21,5,,
7726,1.1,这评论区，笑死了。喷没主线喷到没产能，看不到版本几个活动和四个同行。喷福利喷养成，仿佛星铁是已经公测两年半了，诶我一定要打满忘却之庭，诶我第二队拉不起来一定是游戏的错，6。我正常玩家原神深渊满星也经历了一年捏，好急啊你们都[大笑],2023-05-27 12:19:44,35,,
79627,3.6,第2020个点赞[doge_金箍],2025-09-12 20:02:18,0,,
48618,2.5,呼雷:我打镜流，真的假的？会赢吗？,2024-08-30 20:15:48,75,,
7233,1.1,"提醒一下的道u吗，看到我的时候码要没了9A6BHRKX4XNL
5S6BZ93E4WN8
TTNAYQ3FMF9U",2023-05-27 12:04:03,0,,
18246,1.4,"镜流和白珩？？
我姬达响了！！
新的cp已经出现！！
我们怎么能够停滞不前！",2023-09-29 20:09:33,95,,
103001,4.3,都是谁复刻啊，我没看直播,2026-05-22 20:02:41,2,,
8257,1.1,"静流：小弟弟你要不要~
我：要！要！要！[抓狂][抓狂][抓狂]啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！~~~~~~~~~~~~~~",2023-05-27 13:07:05,2,,
101094,4.2,emmm[思考][思考][思考]。。刃明明躲开了BOSS的枝条为什么会出现在BOSS的肚子那里？刺中刃后吸收了力量（倏忽的血肉？）[思考][思考][思考]？不太懂，查了下四华的意思，看到SP刃的立绘又觉得有意思了，红莲华有烦恼的意思又象征着生命的顽强和不灭。立绘双手落下花瓣可能是有丢弃烦恼的意思？胸口开花代表生命的顽强任然在绽放？而立绘上面的黄色彼岸花是不是代表的黄莲华？是不是代表着解脱、自我和解涅槃新生的意思？[思考][思考][思考]丹恒帮刃拔刺的动作是不是代表着他俩和解了？[思考][思考][思考],2026-04-11 11:06:40,11,,
17162,1.3,所以停云呢[笑哭][笑哭],2023-08-18 22:29:36,0,,
52776,2.7,星期日非常的可恶，因为七可休,2024-11-22 19:53:16,1,,
88132,3.8,流萤刚想庆祝情敌在3.7没了，自己在3.8[笑哭],2025-12-05 20:02:39,0,,
79692,3.6,我不会让你，孤单一人的！！,2025-09-12 20:02:58,4,,
21802,1.5,@原神  能不能学着点,2023-11-07 11:37:40,1,,
51414,2.6,乐队？！（警觉[星星眼][doge][辣眼睛]）,2024-10-11 20:21:26,0,,
87533,3.8,这也是回收伏笔的一部分吗[doge],2025-12-05 20:00:50,20,,
103662,4.3,以防你不知道老大一共有三个镜头，除了01:53，还有00:54刃背后，01:20右边的手,2026-05-22 20:58:17,2,,
48499,2.5,我也太想进步了(叽米音),2024-08-30 20:14:37,0,,
75647,3.5,你知道的，我和昔涟很早就认识了，这女人可爱的不可思议，我们曾一起在别的故事里拯救世界，虽然我也很想辅佐刻律陛下，有时候做出决定很难，经过一瞬间的思考我决定计划有变，我要用所有车票带昔涟上车。至于刻律德菈，祝她在奥赫玛一切顺利。,2025-08-02 20:49:08,7,,
7244,1.1,主线呢,2023-05-27 12:04:21,0,,
14105,1.3,兑换码,2023-08-18 20:00:32,0,,
20275,1.5,BBXGD7M6KE5C,2023-11-03 20:04:00,2,,
12078,1.2,我超我越来越期待1.2了[Cat2_Launch!][Cat2_Launch!][Cat2_Launch!][Cat2_Launch!][Cat2_Launch!],2023-07-08 20:31:57,0,,
27049,2.0,"兑换码：
7AZGNB2CL77G
QAHHPSKUM7N4
RSGG7AKVMP6Q
卡池信息：
上半：黑天鹅
下半：火花
复刻：
饮月，景元",2024-01-26 21:04:19,3,,
42052,2.3,我飞宵呢？别藏了,2024-06-07 20:37:09,0,,
102335,4.3,帅[星星眼],2026-05-22 19:57:15,1,,
6617,1.0,愿此行，终抵群星！,2023-04-08 13:14:24,6,,
93769,4.0,[25年度表情包_一][25年度表情包_起][25年度表情包_摸][25年度表情包_凹][25年度表情包_猫],2026-02-06 20:37:26,0,,
71113,3.4,奇怪视频里有狗哥，配音表里怎么没有神奈延年？,2025-06-20 20:29:34,0,,
86431,3.7,话说大衍穷观阵的算力真的足够演算翁法罗斯的未来吗？,2025-10-25 22:07:11,5,,
12334,1.2,"RT8878D2ULX4
JA9878C2CMF8
EARQP9UKDMYU",2023-07-08 21:01:18,2,,
8217,1.1,称不上建议，说是我个人的愿望吧。崩铁千万别想原一样一年出一个星球，崩铁背景那么大 光仙舟都有几艘了 咱可以偶尔穿插一点别的星球或者世界的故事啊,2023-05-27 13:00:47,0,,
32471,2.1,我草砂金好伟大的一张脸[喜欢],2024-03-16 20:56:47,1,,
62282,3.2,你们平常都叫这个游戏什么名字？,2025-03-28 20:14:40,0,,
28142,2.0,为啥我看个前瞻感动的想哭[委屈],2024-01-26 22:27:11,0,,
103309,4.3,联动有送光锥活动吗？,2026-05-22 20:09:06,1,,
31436,2.1,趁现在没人，我是砂金的狗😭,2024-03-16 20:05:15,2,,
97880,4.1,看来下次前瞻才有大活[微笑],2026-03-13 20:09:22,1,,
18258,1.4,覆雪下的往事随霜而来，覆雪之下？@覆雪之下--,2023-09-29 20:09:52,0,,
39727,2.3,流萤我是你的狗！,2024-06-07 20:01:38,0,,
12183,1.2,所以说为什么回放还不开？,2023-07-08 20:40:19,0,,
23320,1.6,你知道的,2023-12-15 20:29:53,0,,
60102,3.1,"看见我你就该去使用兑换码了

兑换码持续到2.15日晚24点前

兑换码
8UU5JPRKENPY
9CV5J69KE67L
WUV4KN8KW7N8

上半
缇宝+云璃
下半
万敌+霍霍

最后祝大家十连双金，小保底不歪！抽卡顺利！",2025-02-14 20:17:51,535,,
65291,3.3,真四完了啊,2025-05-09 20:00:24,0,,
69707,3.4,1,2025-06-20 20:00:26,0,,
21557,1.5,我4号都可以领到的？,2023-11-04 12:02:26,0,,
20505,1.5,景元真忙，各个片场到处跑,2023-11-03 20:07:57,1,,
39814,2.3,直播在逃人员,2024-06-07 20:02:03,0,,
1863,1.0,找个同车的，我不想一个人坐[大哭],2023-03-24 23:10:32,2,,
19640,1.4,[脱单doge],2023-09-29 23:18:30,2,,
13544,1.2,强氪648才把罗刹搞出来，up池非的离谱，常驻又欧的很，搞反了吧[多多poi_大哭],2023-07-09 16:37:05,1,,
11072,1.2,好好好主线来了,2023-07-08 20:04:31,0,,
89402,3.8,小年夜开4.0，希望拿点真国风剧情出来，过年福利多点，大过年的做你剧情，别影响我心情。一年了我还没忘了那350星穹的银河倒霉蛋，确实愿赌服输，今年一年抽卡都挺欧的。,2025-12-05 20:15:41,1,,
48391,2.5,究竟谁传的送灵砂啊，官方从未说过，内鬼瞎几把乱说别来找官方滑坡啊,2024-08-30 20:13:19,0,,
99182,4.1,新的四星角色什么时候出,2026-03-14 22:29:07,1,,
18410,1.4,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊我的镜流老婆🥵镜流！！！！！阳光且健康的跑步）（跨栏）（阳光且健康的跑步）（三分投球）（七彩广播体操）baby!（扭转呼啦圈）啊啊啊啊啊啊!!!!（三分投球入框）（跳舞）（随风飘荡）（自信）（幸福）（沐浴阳光）（冲刺）（舒坦）（头不昏了）（胸口无不适）（精神振奋）（食欲大增）（脚步轻盈）（温柔）（暖心）（宁静）（热爱生活）（清风徐来）（亢奋）（奋发图强）（强身健体）（体内有热流涌动）（上房揭瓦）（跳舞）（冲出银河系）（有劲儿）,2023-09-29 20:14:53,0,,
27834,2.0,[崩坏3·光辉矢愿_瞄准][崩坏3·光辉矢愿_大伟哥][崩坏3·光辉矢愿_编剧]烧鸡老师的含金量,2024-01-26 21:53:27,0,,
65871,3.3,不是，谁特么在万敌躺的那一帧发“死不瞑目”的[大哭][大哭][大哭],2025-05-09 20:06:48,1,,
93225,4.0,我问下，版本pv的主题曲在哪,2026-02-06 20:34:50,0,,
42613,2.3,流萤待遇比黄泉还好，专属遗器加千星游记和动画短片还有五星陪跑以及配队这待遇不说了。,2024-06-07 22:44:18,0,,
98993,4.1,丹恒从上个版本没消息后，甚至Pv里都没有出来[Mygo表情包_大哭](担心一秒钟),2026-03-14 00:48:57,1,,
89623,3.8,谁去烧靖国神社？,2025-12-05 20:22:18,2,,
31096,2.0,07：29 不用谢,2024-03-07 01:11:12,7,,
32162,2.1,[原神·枫丹_看穿],2024-03-16 20:35:52,0,,
69513,3.3,只看到过洛杉矶4点的样子，因为在黎明升起时坠落,2025-05-20 17:10:18,1,,
61109,3.1,欧洛尼斯的火种怎么在那刻夏手里？,2025-02-14 22:10:44,0,,
42117,2.3,[哦呼][哦呼][哦呼],2024-06-07 20:42:07,1,,
49697,2.5,老镜我想你了[大哭][大哭][大哭],2024-08-30 23:06:05,0,,
98220,4.1,"兑换码：
CE4K7KEYCUPQ
FXLKNKWHVURC
GEL37KXHDU9G
邀请码
CABZN6KSVN",2026-03-13 20:14:28,0,,
11551,1.2,把刃的大招语音中的“我”换成“吾”会不会好点呢[思考],2023-07-08 20:10:38,0,,
7559,1.1,想问一下，角色发的短信会被接收完吗？我已经两天没收到短信了，可是我看到有人还能收到景元的，我就没收到过。这是正常还是有什么问题吗？有没有好心人告诉我一下[大哭],2023-05-27 12:12:57,0,,
38897,2.2,这帽子是不是那套遗器，钟表匠的遗产啊？,2024-04-27 13:23:07,0,,
90363,3.8,记忆是梦的开场白，时光在静候你醒来,2025-12-05 22:50:16,1,,
99611,4.2,狼王归位！,2026-04-10 20:33:21,0,,
65947,3.3,所以阿格莱雅复刻值得抽吗？（缺二队[星星眼]）,2025-05-09 20:07:25,0,,
87725,3.8,为什么我看的时候显示一个人在看😨,2025-12-05 20:01:18,0,,
68951,3.3,好好好…好好好,2025-05-10 10:47:03,1,,
59962,3.1,万敌自动释放技能认真的？纯手动党用万敌还要被你们官方逼着强制自动？,2025-02-14 20:16:00,0,,
4230,1.0,可有同车[脱单doge],2023-03-25 07:08:35,1,,
74565,3.4,告诉我！！岛怎么飞！1！,2025-06-22 00:46:00,0,,
7274,1.1,00:30 武器样子好像真理之钥,2023-05-27 12:04:47,0,,
6439,1.0,刚开头卡农直接让我想到毕业旅行，鼻子直接一酸,2023-03-29 12:48:11,1,,
71813,3.4,直播里说半年之内还送一个，说的就是他吧[doge],2025-06-20 20:36:20,2,,
102795,4.3,还有阮梅！！！！！,2026-05-22 20:00:24,1,,
76163,3.5,星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日星期日,2025-08-02 20:57:54,0,,
66771,3.3,？那我问你，我猫呢？我缇呢？我敌呢？丹恒都变龙尊了，事态得有多严重啊？小白锤地要高喊我什么都做不到了吗？,2025-05-09 20:14:42,0,,
65160,3.2,不要死啊，不要我啊,2025-04-03 20:30:27,0,,
68413,3.3,盐都不盐了,2025-05-09 22:52:24,1,,
68025,3.3,饮月老师终于肯出来溜溜啦,2025-05-09 21:14:41,0,,
76489,3.5,黄金迷境大饭店活动里有烩面吗?,2025-08-02 21:09:08,1,,
81375,3.6,黑化依旧略带傻气[吃瓜],2025-09-12 20:25:02,5,,
91052,3.8,我鸟还是一如既往的貌美😍🌹,2025-12-10 00:33:41,1,,
26604,2.0,烧鸡编剧、姬子老师、崩坏系列，好久没看到这组合了好期待啊，好期待啊[崩坏3_七][崩坏3_十][崩坏3_米][崩坏3_长][崩坏3_刀],2024-01-26 20:53:11,1,,
99535,4.2,来的及时,2026-04-10 20:31:52,0,,
53920,2.7,为什么感觉这次的星期日任务会有点像倾落伽蓝……（如果伤到某些人就真的对不起对不起对不起……）,2024-11-23 08:27:17,1,,
43432,2.3,一切向流萤酱前进,2024-06-12 11:53:38,0,,
87695,3.8,依旧[笑哭],2025-12-05 20:01:13,1,,
56036,3.0,"50万星穹吗…喝哈哈哈哈哈！
来吧，看看谁能笑到最后--游戏开始！😜
倍投时间😄😋
加注回合😉
全部压入！😘
感受厄运重压！😝
终局从天而落！😄
压上一切！😃
孤注一掷！😁
出局！😉
离场！😏
即使身处逆境，人只要还有希望，就一定会跟注🤲✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
你们蕴含的可能性，值得让我放手一搏！😡
恶徒巡游！😁
不灭的偶然！😁
骰子已被掷下，所有，或一无所有！！！😈
所有，或一无所有！！！！！！👿😈😈😈",2025-01-01 21:43:22,0,,
17595,1.3,吸溜吸溜吸溜，斯哈斯哈斯哈，汪汪汪汪，哈哈哈哈，吱吱吱亲亲亲亲亲亲亲[妙啊],2023-08-19 10:26:29,0,,
72813,3.4,可惜，联动没能给万敌出个金闪闪的皮肤,2025-06-20 21:18:24,0,,
83495,3.7,新歌新千星,2025-10-24 20:18:55,0,,
48583,2.5,啊！！！！！有我的镜流啊！！！！我的老婆终于又看到你了啊！！！！！！！,2024-08-30 20:15:29,1,,
83670,3.7,孩子们你们觉得小白能活到最后吗？[颂乐人偶_眯眼笑],2025-10-24 20:20:28,0,,
89147,3.8,我的阿萤！不！😭,2025-12-05 20:10:40,1,,
77253,3.5,华莱士:进度怎么卡99.99%了，让我康康怎么个事儿[思考],2025-08-02 22:02:34,1,,
76900,3.5,昔涟抬手那个片段第一时间想到就是因你而在的故事PV中的片段，这或许是一个彩蛋吧！,2025-08-02 21:30:13,6,,
10882,1.2,@配音演员刘圣博 [doge],2023-07-08 20:02:54,1398,,
21703,1.5,"原来你也是。。。
地振高岗一派西山千古秀",2023-11-04 23:28:37,2,,
67093,3.3,这些带小宠物的角色，都能直接丢崩坏因缘精灵里了[笑哭],2025-05-09 20:19:23,1197,,
3228,1.0,"蒙德ICE，璃月CRH，稻妻新干线，枫丹TGV，盗宝团KTX
须弥的火车还有挂票。纳塔人大多坐飞机或者开车，因为征地问题也修不了高铁。至冬连接璃月的高铁在建设",2023-03-25 00:20:37,2,,
36840,2.2,或许是联盟玉兆派上用场了。也或许这一幕不是在匹诺康尼，可能是2.3结尾的仙洲剧情预告,2024-04-26 20:24:41,0,,
82630,3.7,早,2025-10-24 20:15:15,0,,
98669,4.1,[脱单doge][脱单doge][脱单doge],2026-03-13 21:06:06,0,,
92185,4.0,我op主题曲呢[Ave Mujica_我有话说][Ave Mujica_我有话说][Ave Mujica_我有话说],2026-02-06 20:31:48,1,,
53735,2.7,这个才是版本pv，播放量被翁法罗斯彻底碾压了[笑哭],2024-11-22 22:31:19,2,,
71271,3.4,我最担心的事情还是发生了，小白还是看到了盗火行者面具之下的样子，，他要怎么面对这个杀了自己伙伴的另一个自己呢？[大哭]哦不，小白，，，,2025-06-20 20:31:01,0,,
7888,1.1,是的，你的兑换码已经过期了。[脱单doge],2023-05-27 12:28:37,0,,
1999,1.0,[崩坏3·终焉归始_骑马][崩坏3·终焉归始_克利希娜][崩坏3·终焉归始_电力充足],2023-03-24 23:14:15,8,,
67833,3.3,好期待[给心心],2025-05-09 20:49:50,0,,
94741,4.0,乐,2026-02-06 20:48:26,3,,
19285,1.4,南无阿弥陀佛,2023-09-29 21:05:54,0,,
38692,2.2,仙舟居民看着出发的将军：要打仗了？[OK],2024-04-27 08:13:48,6,,
48193,2.5,下个版本分别复刻谁？,2024-08-30 20:08:55,0,,
95148,4.0,注意防潮,2026-02-06 21:07:33,70,,
46583,2.4,"fgo：saber war 3——直面saber星神
崩铁：阿尔托莉雅（贪饕）
[脱单doge][脱单doge][脱单doge]",2024-07-19 20:40:02,1,,
19488,1.4,乔瓦尼是谁,2023-09-29 21:54:02,0,,
45803,2.4,现在让我们猜猜列车组上谁还沒有虚数命途呢？[崩坏：星穹铁道_微笑][崩坏：星穹铁道_看破][崩坏：星穹铁道_无语][崩坏：星穹铁道_惊][崩坏：星穹铁道_吃瓜ing],2024-07-19 20:14:50,1,,
16153,1.3,停云呢？停云呢？停云呢？！！！！！,2023-08-18 20:18:03,0,,
54171,2.7,CA7GNN2XMN 祝大佬抽卡不歪，十连双黄,2024-12-04 23:48:55,0,,
99126,4.1,群主说满200人女装，我:[OK][OK][OK],2026-03-14 14:03:32,0,,
60479,3.1,"我们先假设缇宝是我的老婆😎
不好意思失败了，因为我真设了🥵",2025-02-14 20:25:36,1,,
18384,1.4,"MBM7WFF5PECC
FSMPWFE56EUG
NT4NEEFM6EV4",2023-09-29 20:14:35,0,,
9984,1.1,卡夫卡呢？,2023-06-05 23:00:22,0,,
20313,1.5,二字游戏！！！！！,2023-11-03 20:04:43,1,,
74037,3.4,地图 战斗跳过优化赶紧安排上，听下玩家的声音吧,2025-06-21 07:35:50,0,,
97938,4.1,[OK][OK],2026-03-13 20:09:54,0,,
66688,3.3,这3.3看来就纯过渡版本啊[辣眼睛],2025-05-09 20:13:44,0,,
46961,2.4,"省流：

2UJFW9F7LYMY

8DJFF8X6LZM4

KC3FFRE6LZMQ",2024-07-19 21:54:45,5,,
17991,1.4,[打call],2023-09-29 20:01:09,0,,
38844,2.2,还是让神君去愿为逝者哀哭吧，要不景元压力有点大[脱单doge],2024-04-27 12:11:35,1,,
43734,2.4,哦耶,2024-07-19 20:00:55,0,,
78339,3.5,海瑟音海瑟音海瑟音海瑟音海瑟音海瑟音海瑟音海瑟音海瑟音海瑟音！！！！！！！！,2025-08-03 08:55:27,0,,
82374,3.6,啥，三月成boss了吗？[笑哭],2025-09-13 19:07:41,0,,
36645,2.2,……cool,2024-04-26 20:20:23,1,,
53389,2.7,自塑尘脂太少了，放商店里让我每个月兑换一个也行呀,2024-11-22 20:25:44,4,,
59201,3.0,谢谢，终于欧了一把[微笑],2025-01-31 02:44:54,6,,
75505,3.5,不抽小三月我的铁生将毫无意义,2025-08-02 20:47:44,0,,
102820,4.3,蛋黄老师的能力带出来用了[哦呼]没搞错这次还有不朽的事情,2026-05-22 20:00:39,8,,
86244,3.7,忠诚！,2025-10-25 12:53:16,0,,
16904,1.3,问一下，下个版本还送十连吗？[给心心],2023-08-18 21:26:28,0,,
52569,2.7,星期日！！！来了,2024-11-22 19:46:08,0,,
37318,2.2,如果对抗的是同谐，主角就不会拥有同谐的形态，大概率还是谐乐大典欢迎令使降临期间发生了什么，忆海有大波动，大到站黄泉视角在真匹诺康尼外看，波动就像巨浪一样席卷四方，仙舟到底来没来暂且不确定，也有可能是活动美梦往事里的片段，但不论来或者没来剧情都是能说通的，不算大问题,2024-04-26 20:43:35,5,,
89885,3.8,当自家的游戏因为局势受限时，应该尊重理解，而不是落井下石,2025-12-05 20:34:53,10,,
37506,2.2,看到景元直接蚌埠住了,2024-04-26 21:01:36,0,,
8202,1.1,日厂那些rpg游戏打磨几年才十几个小时的主线，而且还是全配音的，mhy这产能已经是非常离谱了，四十二天打磨一个动画CG演出都非常难。,2023-05-27 12:58:49,12,,
14102,1.3,太短拉,2023-08-18 20:00:31,0,,
20442,1.5,这个版本又见到景元了,2023-11-03 20:06:16,0,,
93846,4.0,你终于记得你还有一个男主了[微笑][微笑][微笑],2026-02-06 20:37:52,2,,
54076,2.7,好耶，是inpa[doge],2024-11-24 17:18:21,0,,
18877,1.4,三月七可可爱爱[脱单doge],2023-09-29 20:23:54,1,,
38131,2.2,救兵？我就是救兵[脱单doge]虽然游戏里很捞，但是不妨碍景元在剧情里安全感真的很足,2024-04-26 22:51:31,24,,
38304,2.2,"天上还有星槎，这就是虎符含金量，这就是开拓者的羁绊啊!
让我们瞧瞧隔壁旅行者这版本在干嘛，哦，至少他还有最爱的无锋剑。",2024-04-26 23:42:58,4,,
67366,3.3,3.3要干啥呀？这白厄跟我什么都做不到了似的。提宝也变娃娃了,2025-05-09 20:24:58,1,,
96649,4.0,阿基维利：甜美的啊哈！又炸我列车！[生气],2026-02-11 22:03:41,0,,
98537,4.1,有没有可能，我们到的这个地方就不是真正的二相乐园,2026-03-13 20:34:35,0,,
22446,1.6,何为真理？这就是！[大笑],2023-12-15 20:23:39,0,,
88005,3.8,"爸💗妈 ❤不 💗 在 ❤家 💗一💗个 ❤人 💗 寂 ❤寞 💗火☆熱☆勁☆慡☆游☆隵☆
❤❤🔞第一期：大丽花 流萤🔞❤❤
❤❤🔞第二期：忘归人 灵砂🔞❤❤
❤❤🔞第三期：阿格莱雅 星期日🔞❤❤
激情♥甜蜜兑换码♥刺激 
dddd🈶🈚🈶🈚dddd 
♥火热崩铁3.8前瞻兑换码♥
🔞线路一:   2E2Y9TZFWFZQ🔞
🔞线路二：2WKG9BZWFW3G🔞
🔞线路三：AFJZQBZXWFJC🔞",2025-12-05 20:02:10,0,,
33798,2.1,帮帮忙吧兄弟们CA1L4F558N,2024-03-16 22:26:50,0,,
82778,3.7,[打call][打call][打call],2025-10-24 20:15:42,0,,
101696,4.2,弹幕,2026-04-30 17:43:24,0,,
61432,3.1,翁法罗斯就是一场又一场的轮回，无论怎么努力，结局已经注定了，好在无名客的介入有希望打破这绝望的轮回,2025-02-15 10:34:28,0,,
85362,3.7,宣波老群~现在里面已经都是和谐讨论剧情，拒绝内鬼和节奏的好玩家，好群友了，有兴趣来聊游戏的可以看看个人动态~,2025-10-24 21:35:28,1,,
84107,3.7,战场观战[滑稽],2025-10-24 20:25:08,0,,
